'sample interval','i','ii','iii','avr','avl','avf','v1','v2','v3','v4','v5','v6','vx','vy','vz'
206,0.382,0.539,0.159,-0.461,0.112,0.349,-0.034,-0.367,0.136,-0.006,-0.312,0.015,-0.191,0.302,0.123
207,0.404,0.557,0.155,-0.480,0.124,0.356,-0.041,-0.370,0.133,-0.009,-0.314,0.019,-0.186,0.291,0.128
208,0.393,0.538,0.146,-0.466,0.123,0.343,-0.057,-0.383,0.116,-0.023,-0.328,0.010,-0.190,0.287,0.136
209,0.390,0.541,0.152,-0.466,0.118,0.346,-0.057,-0.385,0.110,-0.030,-0.333,0.009,-0.195,0.298,0.139
210,0.376,0.536,0.161,-0.456,0.107,0.349,-0.062,-0.392,0.103,-0.035,-0.337,0.011,-0.190,0.294,0.145
211,0.382,0.537,0.156,-0.460,0.113,0.347,-0.066,-0.396,0.097,-0.040,-0.341,0.010,-0.193,0.285,0.150
212,0.385,0.542,0.158,-0.464,0.114,0.350,-0.054,-0.390,0.094,-0.044,-0.344,0.009,-0.197,0.297,0.152
213,0.373,0.537,0.164,-0.455,0.105,0.350,-0.056,-0.392,0.089,-0.047,-0.343,0.015,-0.197,0.299,0.150
214,0.381,0.553,0.173,-0.468,0.104,0.363,-0.063,-0.400,0.084,-0.049,-0.344,0.015,-0.199,0.308,0.150
215,0.386,0.551,0.166,-0.469,0.111,0.358,-0.060,-0.396,0.076,-0.057,-0.354,0.003,-0.200,0.306,0.154
216,0.386,0.531,0.146,-0.459,0.119,0.339,-0.064,-0.399,0.066,-0.066,-0.365,-0.010,-0.203,0.286,0.161
217,0.389,0.535,0.147,-0.463,0.121,0.342,-0.071,-0.407,0.066,-0.066,-0.364,-0.005,-0.200,0.280,0.160
218,0.384,0.533,0.150,-0.459,0.117,0.342,-0.072,-0.408,0.065,-0.068,-0.367,-0.005,-0.211,0.278,0.157
219,0.396,0.534,0.140,-0.465,0.128,0.337,-0.061,-0.404,0.062,-0.072,-0.370,-0.008,-0.213,0.274,0.161
220,0.399,0.536,0.138,-0.468,0.130,0.337,-0.057,-0.400,0.065,-0.071,-0.369,-0.005,-0.211,0.265,0.162
221,0.394,0.537,0.144,-0.466,0.124,0.341,-0.054,-0.396,0.068,-0.068,-0.367,-0.003,-0.213,0.270,0.160
222,0.397,0.540,0.143,-0.469,0.127,0.342,-0.059,-0.400,0.061,-0.072,-0.373,-0.002,-0.212,0.281,0.162
223,0.381,0.528,0.148,-0.455,0.117,0.338,-0.056,-0.400,0.054,-0.080,-0.383,-0.013,-0.216,0.291,0.159
224,0.373,0.513,0.141,-0.443,0.116,0.327,-0.056,-0.401,0.054,-0.082,-0.389,-0.026,-0.222,0.281,0.160
225,0.367,0.504,0.138,-0.436,0.115,0.321,-0.064,-0.405,0.051,-0.085,-0.391,-0.029,-0.230,0.273,0.164
226,0.369,0.508,0.140,-0.439,0.115,0.324,-0.056,-0.399,0.051,-0.085,-0.393,-0.029,-0.233,0.275,0.160
227,0.377,0.505,0.129,-0.441,0.124,0.317,-0.055,-0.398,0.052,-0.084,-0.393,-0.029,-0.229,0.270,0.159
228,0.383,0.501,0.119,-0.442,0.132,0.310,-0.044,-0.384,0.061,-0.078,-0.389,-0.027,-0.227,0.272,0.155
229,0.399,0.515,0.118,-0.457,0.141,0.317,-0.046,-0.378,0.070,-0.074,-0.386,-0.030,-0.232,0.264,0.151
230,0.389,0.510,0.122,-0.449,0.133,0.316,-0.043,-0.379,0.070,-0.076,-0.387,-0.035,-0.228,0.262,0.159
231,0.383,0.502,0.119,-0.442,0.132,0.310,-0.030,-0.369,0.072,-0.074,-0.386,-0.033,-0.221,0.263,0.158
232,0.388,0.504,0.117,-0.446,0.136,0.310,-0.032,-0.361,0.080,-0.070,-0.381,-0.032,-0.222,0.265,0.150
233,0.389,0.494,0.105,-0.442,0.141,0.300,-0.023,-0.356,0.085,-0.069,-0.383,-0.035,-0.229,0.257,0.146
234,0.403,0.500,0.098,-0.452,0.152,0.299,-0.025,-0.354,0.094,-0.062,-0.378,-0.029,-0.224,0.254,0.143
235,0.398,0.498,0.101,-0.448,0.148,0.299,-0.015,-0.347,0.101,-0.057,-0.371,-0.021,-0.210,0.252,0.144
236,0.394,0.482,0.088,-0.438,0.152,0.285,-0.007,-0.343,0.103,-0.058,-0.371,-0.027,-0.211,0.239,0.141
237,0.397,0.476,0.080,-0.437,0.159,0.278,0.001,-0.330,0.114,-0.052,-0.372,-0.035,-0.220,0.241,0.137
238,0.394,0.467,0.073,-0.430,0.160,0.270,0.004,-0.325,0.116,-0.054,-0.377,-0.042,-0.221,0.238,0.137
239,0.395,0.463,0.069,-0.428,0.163,0.266,0.007,-0.321,0.123,-0.050,-0.369,-0.034,-0.213,0.234,0.132
240,0.402,0.463,0.061,-0.432,0.170,0.262,0.021,-0.306,0.141,-0.038,-0.363,-0.031,-0.213,0.227,0.122
241,0.411,0.459,0.049,-0.435,0.181,0.254,0.017,-0.299,0.149,-0.033,-0.362,-0.034,-0.210,0.216,0.117
242,0.408,0.456,0.048,-0.432,0.180,0.252,0.028,-0.286,0.162,-0.024,-0.356,-0.026,-0.205,0.203,0.115
243,0.415,0.454,0.039,-0.434,0.188,0.246,0.033,-0.282,0.173,-0.016,-0.354,-0.031,-0.203,0.200,0.113
244,0.413,0.441,0.028,-0.427,0.193,0.234,0.037,-0.275,0.181,-0.012,-0.354,-0.033,-0.209,0.202,0.106
245,0.403,0.431,0.029,-0.417,0.187,0.230,0.050,-0.263,0.194,-0.002,-0.348,-0.029,-0.213,0.195,0.098
246,0.415,0.431,0.017,-0.423,0.199,0.224,0.052,-0.257,0.204,0.004,-0.344,-0.026,-0.196,0.191,0.099
247,0.422,0.426,0.004,-0.424,0.209,0.215,0.058,-0.247,0.215,0.011,-0.340,-0.026,-0.193,0.174,0.094
248,0.417,0.422,0.005,-0.419,0.206,0.213,0.069,-0.237,0.229,0.020,-0.334,-0.025,-0.195,0.170,0.084
249,0.414,0.422,0.009,-0.418,0.203,0.215,0.082,-0.225,0.240,0.026,-0.333,-0.025,-0.205,0.186,0.072
250,0.424,0.433,0.009,-0.428,0.207,0.221,0.088,-0.214,0.254,0.037,-0.324,-0.018,-0.198,0.190,0.069
251,0.450,0.435,-0.013,-0.443,0.232,0.211,0.095,-0.203,0.267,0.049,-0.313,-0.005,-0.168,0.176,0.070
252,0.443,0.424,-0.018,-0.433,0.230,0.203,0.099,-0.197,0.277,0.056,-0.314,-0.022,-0.178,0.164,0.065
253,0.426,0.408,-0.018,-0.417,0.222,0.195,0.106,-0.188,0.288,0.064,-0.310,-0.027,-0.183,0.154,0.059
254,0.445,0.412,-0.032,-0.428,0.238,0.190,0.114,-0.171,0.302,0.074,-0.301,-0.017,-0.173,0.157,0.046
255,0.446,0.412,-0.033,-0.429,0.239,0.190,0.117,-0.165,0.315,0.082,-0.296,-0.019,-0.173,0.161,0.037
256,0.435,0.397,-0.037,-0.416,0.236,0.180,0.128,-0.157,0.323,0.089,-0.292,-0.025,-0.176,0.157,0.035
257,0.443,0.398,-0.044,-0.420,0.243,0.177,0.136,-0.145,0.335,0.101,-0.284,-0.027,-0.176,0.149,0.034
258,0.456,0.402,-0.053,-0.428,0.254,0.174,0.140,-0.137,0.350,0.113,-0.278,-0.025,-0.168,0.144,0.029
259,0.461,0.401,-0.059,-0.431,0.260,0.171,0.150,-0.123,0.364,0.122,-0.271,-0.024,-0.165,0.137,0.015
260,0.447,0.384,-0.062,-0.415,0.255,0.161,0.152,-0.121,0.370,0.128,-0.267,-0.022,-0.166,0.128,0.011
261,0.454,0.382,-0.070,-0.418,0.262,0.156,0.159,-0.111,0.386,0.139,-0.262,-0.025,-0.169,0.129,0.004
262,0.461,0.385,-0.075,-0.423,0.269,0.154,0.174,-0.092,0.406,0.152,-0.251,-0.020,-0.162,0.119,-0.004
263,0.460,0.377,-0.083,-0.418,0.271,0.147,0.181,-0.087,0.416,0.162,-0.245,-0.015,-0.154,0.114,-0.012
264,0.468,0.372,-0.095,-0.420,0.281,0.139,0.183,-0.079,0.429,0.172,-0.238,-0.020,-0.154,0.112,-0.017
265,0.451,0.355,-0.095,-0.403,0.273,0.130,0.187,-0.072,0.438,0.177,-0.233,-0.018,-0.151,0.120,-0.015
266,0.458,0.364,-0.093,-0.411,0.276,0.136,0.203,-0.054,0.455,0.192,-0.221,-0.003,-0.146,0.121,-0.026
267,0.474,0.376,-0.099,-0.424,0.286,0.139,0.208,-0.043,0.469,0.203,-0.214,0.000,-0.139,0.113,-0.030
268,0.461,0.361,-0.099,-0.411,0.280,0.132,0.207,-0.051,0.469,0.201,-0.217,-0.009,-0.140,0.110,-0.030
269,0.476,0.368,-0.107,-0.422,0.292,0.131,0.218,-0.035,0.487,0.214,-0.206,-0.003,-0.133,0.099,-0.038
270,0.490,0.371,-0.118,-0.430,0.304,0.127,0.228,-0.017,0.502,0.224,-0.198,0.003,-0.119,0.100,-0.041
271,0.481,0.358,-0.122,-0.420,0.301,0.118,0.229,-0.015,0.508,0.228,-0.193,0.005,-0.117,0.092,-0.044
272,0.476,0.358,-0.118,-0.417,0.297,0.120,0.231,-0.009,0.520,0.239,-0.185,0.004,-0.117,0.099,-0.053
273,0.469,0.348,-0.120,-0.408,0.294,0.114,0.242,0.001,0.532,0.247,-0.180,0.004,-0.114,0.105,-0.059
274,0.472,0.344,-0.128,-0.407,0.300,0.108,0.244,0.004,0.539,0.252,-0.177,0.003,-0.112,0.099,-0.065
275,0.480,0.354,-0.126,-0.417,0.303,0.114,0.247,0.010,0.551,0.261,-0.170,0.007,-0.107,0.104,-0.072
276,0.495,0.361,-0.134,-0.428,0.315,0.114,0.257,0.023,0.562,0.270,-0.162,0.013,-0.098,0.102,-0.071
277,0.498,0.362,-0.135,-0.430,0.317,0.114,0.267,0.035,0.574,0.279,-0.156,0.009,-0.102,0.100,-0.076
278,0.489,0.356,-0.133,-0.423,0.310,0.112,0.271,0.040,0.584,0.287,-0.149,0.013,-0.105,0.096,-0.087
279,0.503,0.360,-0.143,-0.431,0.323,0.108,0.273,0.044,0.593,0.295,-0.146,0.015,-0.097,0.093,-0.088
280,0.505,0.359,-0.146,-0.432,0.326,0.106,0.277,0.051,0.602,0.303,-0.141,0.013,-0.095,0.096,-0.092
281,0.499,0.355,-0.143,-0.427,0.322,0.106,0.282,0.056,0.609,0.309,-0.137,0.014,-0.098,0.099,-0.100
282,0.494,0.348,-0.145,-0.421,0.320,0.102,0.289,0.066,0.619,0.317,-0.136,0.021,-0.093,0.096,-0.103
283,0.501,0.349,-0.151,-0.425,0.326,0.100,0.289,0.069,0.625,0.320,-0.134,0.020,-0.090,0.090,-0.108
284,0.505,0.350,-0.154,-0.427,0.330,0.098,0.288,0.072,0.637,0.331,-0.122,0.033,-0.073,0.074,-0.107
285,0.498,0.341,-0.157,-0.419,0.328,0.092,0.285,0.078,0.647,0.340,-0.116,0.042,-0.064,0.066,-0.106
286,0.508,0.341,-0.167,-0.425,0.338,0.087,0.292,0.082,0.650,0.341,-0.118,0.026,-0.079,0.061,-0.112
287,0.503,0.335,-0.168,-0.419,0.336,0.084,0.300,0.086,0.658,0.346,-0.114,0.025,-0.082,0.065,-0.116
288,0.511,0.342,-0.170,-0.426,0.341,0.086,0.306,0.095,0.665,0.351,-0.107,0.029,-0.068,0.076,-0.113
289,0.516,0.341,-0.175,-0.428,0.346,0.083,0.310,0.104,0.673,0.357,-0.102,0.034,-0.061,0.067,-0.117
290,0.513,0.338,-0.174,-0.425,0.344,0.082,0.307,0.102,0.677,0.362,-0.098,0.035,-0.069,0.070,-0.124
291,0.523,0.344,-0.178,-0.434,0.351,0.083,0.315,0.107,0.684,0.370,-0.090,0.037,-0.062,0.062,-0.126
292,0.517,0.344,-0.172,-0.430,0.344,0.086,0.325,0.117,0.693,0.378,-0.083,0.044,-0.062,0.061,-0.133
293,0.525,0.350,-0.174,-0.438,0.350,0.088,0.324,0.118,0.697,0.379,-0.081,0.043,-0.071,0.062,-0.138
294,0.532,0.352,-0.180,-0.443,0.356,0.086,0.315,0.113,0.701,0.383,-0.078,0.045,-0.056,0.057,-0.135
295,0.529,0.351,-0.177,-0.441,0.353,0.087,0.324,0.123,0.711,0.391,-0.071,0.048,-0.053,0.069,-0.143
296,0.516,0.334,-0.182,-0.424,0.348,0.076,0.321,0.120,0.711,0.392,-0.071,0.045,-0.049,0.057,-0.142
297,0.507,0.320,-0.186,-0.413,0.346,0.067,0.317,0.121,0.711,0.393,-0.075,0.036,-0.048,0.043,-0.142
298,0.514,0.325,-0.189,-0.419,0.351,0.068,0.324,0.133,0.723,0.401,-0.069,0.037,-0.051,0.058,-0.148
299,0.506,0.320,-0.186,-0.413,0.346,0.067,0.323,0.127,0.727,0.405,-0.061,0.049,-0.043,0.076,-0.146
300,0.510,0.317,-0.193,-0.413,0.351,0.062,0.318,0.127,0.727,0.405,-0.064,0.040,-0.048,0.066,-0.146
301,0.525,0.338,-0.186,-0.431,0.356,0.075,0.324,0.136,0.739,0.416,-0.051,0.053,-0.042,0.060,-0.150
302,0.529,0.341,-0.188,-0.435,0.358,0.077,0.339,0.146,0.749,0.423,-0.045,0.060,-0.041,0.062,-0.153
303,0.530,0.335,-0.195,-0.432,0.362,0.070,0.332,0.144,0.744,0.417,-0.052,0.045,-0.042,0.064,-0.151
304,0.523,0.336,-0.187,-0.429,0.355,0.074,0.341,0.150,0.753,0.426,-0.046,0.046,-0.046,0.065,-0.161
305,0.518,0.326,-0.192,-0.422,0.355,0.067,0.343,0.151,0.756,0.431,-0.041,0.054,-0.040,0.050,-0.159
306,0.525,0.326,-0.200,-0.425,0.363,0.062,0.342,0.149,0.754,0.428,-0.043,0.054,-0.033,0.054,-0.158
307,0.525,0.319,-0.206,-0.422,0.365,0.057,0.347,0.154,0.759,0.430,-0.046,0.043,-0.043,0.057,-0.160
308,0.521,0.320,-0.201,-0.420,0.360,0.059,0.341,0.151,0.757,0.431,-0.044,0.043,-0.042,0.056,-0.158
309,0.515,0.317,-0.199,-0.416,0.357,0.059,0.344,0.153,0.762,0.435,-0.041,0.045,-0.042,0.057,-0.163
310,0.517,0.314,-0.203,-0.415,0.360,0.055,0.342,0.153,0.765,0.442,-0.037,0.055,-0.030,0.056,-0.164
311,0.527,0.322,-0.205,-0.424,0.366,0.058,0.346,0.158,0.772,0.449,-0.035,0.056,-0.028,0.062,-0.165
312,0.537,0.332,-0.205,-0.434,0.371,0.063,0.351,0.165,0.780,0.456,-0.029,0.053,-0.029,0.061,-0.167
313,0.540,0.334,-0.206,-0.437,0.373,0.064,0.358,0.171,0.785,0.463,-0.026,0.059,-0.024,0.052,-0.172
314,0.527,0.310,-0.216,-0.419,0.372,0.047,0.354,0.166,0.776,0.454,-0.035,0.051,-0.021,0.043,-0.165
315,0.534,0.323,-0.210,-0.428,0.372,0.057,0.349,0.163,0.776,0.455,-0.029,0.059,-0.019,0.051,-0.172
316,0.551,0.349,-0.202,-0.451,0.377,0.073,0.359,0.175,0.793,0.472,-0.014,0.065,-0.028,0.061,-0.186
317,0.541,0.333,-0.207,-0.437,0.374,0.062,0.355,0.171,0.789,0.469,-0.016,0.054,-0.024,0.054,-0.174
318,0.524,0.322,-0.202,-0.422,0.363,0.060,0.359,0.171,0.792,0.474,-0.011,0.058,-0.019,0.059,-0.171
319,0.514,0.320,-0.194,-0.416,0.354,0.063,0.360,0.174,0.797,0.476,-0.011,0.060,-0.025,0.064,-0.178
320,0.527,0.321,-0.206,-0.424,0.366,0.057,0.360,0.172,0.795,0.471,-0.017,0.052,-0.032,0.058,-0.179
321,0.535,0.324,-0.211,-0.429,0.373,0.057,0.358,0.174,0.797,0.473,-0.013,0.052,-0.032,0.060,-0.178
322,0.527,0.318,-0.210,-0.422,0.369,0.053,0.356,0.174,0.799,0.475,-0.011,0.056,-0.026,0.069,-0.183
323,0.531,0.325,-0.206,-0.428,0.368,0.059,0.361,0.177,0.804,0.477,-0.009,0.051,-0.020,0.066,-0.184
324,0.530,0.326,-0.204,-0.428,0.367,0.060,0.358,0.179,0.802,0.478,-0.009,0.051,-0.025,0.058,-0.184
325,0.531,0.316,-0.215,-0.424,0.373,0.050,0.354,0.174,0.797,0.474,-0.011,0.050,-0.025,0.048,-0.180
326,0.523,0.315,-0.208,-0.419,0.365,0.053,0.355,0.172,0.796,0.472,-0.013,0.050,-0.023,0.045,-0.177
327,0.520,0.318,-0.203,-0.419,0.361,0.057,0.365,0.179,0.802,0.476,-0.010,0.053,-0.029,0.052,-0.187
328,0.537,0.327,-0.210,-0.431,0.373,0.058,0.361,0.180,0.804,0.480,-0.008,0.053,-0.024,0.049,-0.187
329,0.535,0.327,-0.207,-0.431,0.371,0.059,0.361,0.180,0.807,0.486,-0.005,0.059,-0.018,0.054,-0.189
330,0.529,0.327,-0.203,-0.428,0.366,0.062,0.362,0.180,0.810,0.489,0.002,0.067,-0.012,0.061,-0.190
331,0.544,0.340,-0.204,-0.442,0.374,0.068,0.356,0.175,0.810,0.489,0.001,0.065,-0.011,0.058,-0.190
332,0.548,0.337,-0.211,-0.442,0.380,0.062,0.358,0.181,0.809,0.485,-0.005,0.055,-0.013,0.057,-0.189
333,0.534,0.329,-0.205,-0.431,0.369,0.062,0.366,0.186,0.818,0.493,0.004,0.067,-0.009,0.058,-0.194
334,0.530,0.326,-0.204,-0.428,0.367,0.061,0.362,0.181,0.816,0.493,0.001,0.061,-0.017,0.056,-0.194
335,0.530,0.327,-0.203,-0.428,0.366,0.062,0.361,0.183,0.811,0.488,-0.003,0.056,-0.018,0.062,-0.192
336,0.521,0.321,-0.201,-0.421,0.361,0.060,0.359,0.176,0.816,0.490,0.001,0.064,-0.017,0.068,-0.194
337,0.534,0.317,-0.217,-0.425,0.376,0.050,0.353,0.172,0.811,0.486,-0.006,0.056,-0.015,0.051,-0.185
338,0.542,0.325,-0.217,-0.433,0.380,0.053,0.365,0.185,0.819,0.490,-0.002,0.058,-0.015,0.059,-0.191
339,0.531,0.319,-0.212,-0.425,0.371,0.053,0.364,0.182,0.821,0.489,-0.003,0.060,-0.018,0.068,-0.197
340,0.537,0.320,-0.217,-0.429,0.378,0.051,0.363,0.183,0.823,0.490,-0.001,0.063,-0.013,0.054,-0.195
341,0.539,0.326,-0.213,-0.432,0.377,0.056,0.373,0.192,0.830,0.496,0.004,0.069,-0.013,0.052,-0.197
342,0.536,0.326,-0.209,-0.431,0.373,0.058,0.378,0.196,0.834,0.501,0.009,0.073,-0.009,0.054,-0.197
343,0.533,0.323,-0.210,-0.427,0.372,0.056,0.372,0.186,0.827,0.495,0.005,0.070,-0.006,0.054,-0.190
344,0.529,0.318,-0.211,-0.424,0.370,0.053,0.363,0.180,0.822,0.491,0.000,0.066,-0.014,0.051,-0.192
345,0.522,0.308,-0.213,-0.415,0.368,0.048,0.372,0.190,0.827,0.496,0.005,0.066,-0.011,0.051,-0.192
346,0.521,0.309,-0.211,-0.415,0.366,0.049,0.372,0.183,0.822,0.493,0.003,0.064,-0.011,0.056,-0.196
347,0.533,0.319,-0.213,-0.426,0.373,0.053,0.363,0.178,0.820,0.493,0.004,0.069,-0.009,0.052,-0.197
348,0.542,0.329,-0.213,-0.435,0.378,0.058,0.370,0.185,0.824,0.497,0.007,0.068,-0.004,0.058,-0.193
349,0.547,0.339,-0.207,-0.443,0.377,0.066,0.373,0.187,0.825,0.500,0.009,0.067,-0.013,0.066,-0.199
350,0.550,0.332,-0.218,-0.442,0.385,0.057,0.366,0.186,0.826,0.503,0.013,0.070,-0.004,0.048,-0.191
351,0.539,0.331,-0.207,-0.435,0.373,0.061,0.368,0.185,0.829,0.507,0.019,0.072,0.001,0.049,-0.192
352,0.521,0.328,-0.193,-0.424,0.357,0.068,0.364,0.179,0.820,0.498,0.008,0.059,-0.013,0.060,-0.198
353,0.531,0.324,-0.207,-0.427,0.369,0.058,0.366,0.185,0.820,0.497,0.006,0.058,-0.008,0.050,-0.192
354,0.543,0.338,-0.205,-0.440,0.374,0.066,0.371,0.188,0.827,0.505,0.018,0.070,-0.003,0.055,-0.194
355,0.534,0.335,-0.200,-0.434,0.367,0.068,0.358,0.177,0.819,0.500,0.015,0.066,0.000,0.059,-0.192
356,0.537,0.334,-0.203,-0.435,0.370,0.066,0.362,0.186,0.823,0.501,0.015,0.063,0.001,0.056,-0.195
357,0.547,0.343,-0.204,-0.445,0.376,0.070,0.365,0.191,0.826,0.503,0.018,0.063,-0.004,0.052,-0.197
358,0.544,0.344,-0.200,-0.444,0.372,0.072,0.366,0.185,0.824,0.502,0.018,0.066,-0.002,0.069,-0.197
359,0.536,0.341,-0.195,-0.439,0.365,0.073,0.366,0.185,0.824,0.502,0.017,0.065,-0.004,0.066,-0.199
360,0.546,0.344,-0.202,-0.445,0.374,0.070,0.362,0.183,0.823,0.504,0.019,0.067,-0.002,0.044,-0.193
361,0.545,0.346,-0.198,-0.446,0.371,0.074,0.362,0.184,0.829,0.508,0.025,0.071,-0.004,0.052,-0.201
362,0.551,0.349,-0.202,-0.451,0.377,0.073,0.361,0.189,0.837,0.512,0.026,0.076,-0.006,0.056,-0.204
363,0.556,0.354,-0.202,-0.455,0.379,0.076,0.368,0.189,0.832,0.509,0.025,0.082,0.004,0.070,-0.199
364,0.526,0.329,-0.197,-0.427,0.361,0.066,0.365,0.186,0.824,0.501,0.015,0.069,-0.003,0.053,-0.196
365,0.526,0.321,-0.205,-0.423,0.365,0.058,0.362,0.182,0.825,0.500,0.013,0.073,0.001,0.044,-0.191
366,0.531,0.333,-0.198,-0.432,0.364,0.068,0.371,0.187,0.828,0.503,0.017,0.080,0.002,0.061,-0.197
367,0.530,0.327,-0.203,-0.428,0.366,0.061,0.370,0.190,0.825,0.499,0.009,0.062,-0.010,0.044,-0.200
368,0.548,0.337,-0.211,-0.443,0.380,0.062,0.362,0.184,0.825,0.501,0.010,0.064,-0.009,0.043,-0.199
369,0.552,0.348,-0.204,-0.451,0.379,0.072,0.360,0.185,0.827,0.502,0.013,0.069,-0.009,0.044,-0.198
370,0.545,0.337,-0.208,-0.441,0.377,0.065,0.355,0.173,0.816,0.491,0.005,0.062,-0.009,0.042,-0.196
371,0.537,0.334,-0.203,-0.435,0.370,0.065,0.360,0.182,0.821,0.493,0.009,0.070,-0.011,0.059,-0.198
372,0.522,0.325,-0.197,-0.423,0.359,0.064,0.363,0.188,0.827,0.496,0.009,0.074,-0.006,0.063,-0.195
373,0.525,0.324,-0.202,-0.424,0.363,0.060,0.359,0.179,0.829,0.496,0.009,0.072,-0.009,0.069,-0.199
374,0.535,0.339,-0.196,-0.437,0.365,0.072,0.361,0.181,0.832,0.499,0.013,0.075,-0.012,0.082,-0.203
375,0.527,0.332,-0.195,-0.429,0.361,0.069,0.353,0.172,0.820,0.491,0.007,0.068,-0.004,0.074,-0.193
376,0.534,0.331,-0.203,-0.432,0.369,0.064,0.361,0.182,0.825,0.498,0.013,0.077,0.005,0.062,-0.191
377,0.538,0.344,-0.195,-0.441,0.366,0.074,0.365,0.186,0.833,0.506,0.022,0.078,-0.001,0.067,-0.197
378,0.535,0.339,-0.196,-0.437,0.365,0.071,0.363,0.182,0.825,0.498,0.016,0.065,-0.009,0.068,-0.198
379,0.539,0.336,-0.203,-0.438,0.371,0.066,0.361,0.184,0.826,0.496,0.013,0.071,-0.011,0.061,-0.198
380,0.537,0.336,-0.201,-0.436,0.369,0.068,0.361,0.181,0.828,0.497,0.015,0.076,-0.008,0.060,-0.199
381,0.532,0.336,-0.197,-0.433,0.364,0.070,0.367,0.186,0.831,0.499,0.018,0.077,0.006,0.052,-0.197
382,0.524,0.331,-0.193,-0.427,0.359,0.069,0.361,0.184,0.830,0.500,0.019,0.073,-0.002,0.052,-0.201
383,0.533,0.334,-0.199,-0.433,0.366,0.068,0.359,0.180,0.825,0.496,0.013,0.069,-0.006,0.057,-0.200
384,0.545,0.342,-0.203,-0.444,0.373,0.070,0.358,0.183,0.827,0.499,0.018,0.077,0.003,0.059,-0.194
385,0.546,0.341,-0.204,-0.444,0.376,0.068,0.360,0.184,0.828,0.502,0.019,0.077,-0.001,0.062,-0.194
386,0.546,0.344,-0.201,-0.445,0.373,0.071,0.362,0.185,0.826,0.501,0.016,0.074,-0.002,0.062,-0.196
387,0.537,0.340,-0.197,-0.439,0.367,0.071,0.353,0.177,0.822,0.500,0.019,0.076,0.004,0.062,-0.192
388,0.540,0.346,-0.194,-0.443,0.367,0.076,0.360,0.183,0.826,0.504,0.024,0.079,0.003,0.064,-0.195
389,0.550,0.355,-0.194,-0.453,0.372,0.081,0.365,0.187,0.828,0.504,0.025,0.080,0.002,0.065,-0.192
390,0.542,0.343,-0.199,-0.443,0.371,0.071,0.358,0.176,0.819,0.496,0.016,0.071,0.001,0.055,-0.184
391,0.539,0.345,-0.194,-0.443,0.366,0.076,0.365,0.185,0.826,0.503,0.021,0.073,-0.007,0.051,-0.199
392,0.553,0.356,-0.197,-0.456,0.376,0.080,0.372,0.193,0.830,0.506,0.025,0.080,-0.003,0.061,-0.200
393,0.554,0.347,-0.206,-0.451,0.381,0.070,0.365,0.182,0.824,0.503,0.022,0.081,0.001,0.066,-0.197
394,0.550,0.341,-0.208,-0.446,0.380,0.067,0.355,0.177,0.822,0.502,0.023,0.081,0.004,0.061,-0.196
395,0.550,0.341,-0.209,-0.446,0.380,0.066,0.348,0.176,0.818,0.500,0.017,0.071,0.007,0.060,-0.191
396,0.549,0.346,-0.202,-0.448,0.376,0.072,0.365,0.183,0.826,0.507,0.024,0.074,-0.005,0.065,-0.202
397,0.542,0.344,-0.197,-0.443,0.369,0.074,0.370,0.188,0.828,0.510,0.025,0.075,-0.002,0.059,-0.201
398,0.542,0.342,-0.201,-0.442,0.371,0.070,0.348,0.177,0.822,0.507,0.020,0.072,0.007,0.053,-0.191
399,0.557,0.351,-0.205,-0.455,0.381,0.073,0.362,0.186,0.831,0.512,0.025,0.080,0.008,0.059,-0.194
400,0.547,0.340,-0.206,-0.444,0.377,0.067,0.370,0.188,0.829,0.511,0.022,0.076,0.006,0.060,-0.195
401,0.539,0.337,-0.202,-0.438,0.370,0.068,0.353,0.176,0.820,0.507,0.020,0.075,0.005,0.058,-0.193
402,0.553,0.351,-0.202,-0.452,0.377,0.075,0.363,0.186,0.825,0.511,0.024,0.080,0.007,0.058,-0.197
403,0.557,0.357,-0.200,-0.457,0.379,0.079,0.364,0.185,0.823,0.507,0.021,0.070,0.002,0.056,-0.195
404,0.552,0.353,-0.198,-0.453,0.375,0.078,0.359,0.178,0.817,0.505,0.018,0.073,0.002,0.061,-0.194
405,0.550,0.350,-0.200,-0.450,0.375,0.075,0.359,0.175,0.817,0.508,0.022,0.084,0.009,0.056,-0.193
406,0.553,0.352,-0.201,-0.453,0.378,0.076,0.353,0.176,0.818,0.507,0.023,0.074,0.000,0.053,-0.194
407,0.550,0.343,-0.207,-0.447,0.379,0.068,0.353,0.178,0.819,0.507,0.021,0.072,-0.001,0.057,-0.198
408,0.545,0.336,-0.208,-0.441,0.377,0.064,0.356,0.175,0.818,0.507,0.023,0.077,0.008,0.050,-0.195
409,0.551,0.347,-0.204,-0.450,0.378,0.071,0.360,0.176,0.819,0.508,0.024,0.077,0.011,0.050,-0.192
410,0.550,0.340,-0.210,-0.446,0.381,0.065,0.361,0.178,0.818,0.505,0.019,0.073,0.006,0.046,-0.190
411,0.545,0.334,-0.211,-0.440,0.379,0.061,0.359,0.176,0.817,0.506,0.022,0.075,0.005,0.046,-0.192
412,0.546,0.342,-0.204,-0.445,0.376,0.069,0.350,0.168,0.812,0.504,0.021,0.075,0.009,0.054,-0.190
413,0.539,0.340,-0.199,-0.440,0.369,0.070,0.359,0.176,0.815,0.505,0.024,0.081,0.007,0.067,-0.192
